Response ID," Please select your choice below. Clicking on the ""Yes"" button below indicates that:   You have read the above information 	You voluntarily agree to participate ", Are you wearing a smartwatch right now or is it in front of you?," What is the shape of your smartwatch face? (A smartwatch face is what is shown when the screen is turned on or in ambient mode, and no other apps are running and taking over the smartwatch screen. Typically a watch face shows the time and some additional data that you may have chosen (e.g. step counts, heart rates)."," What is the shape of your smartwatch face? (A smartwatch face is what is shown when the screen is turned on or in ambient mode, and no other apps are running and taking over the smartwatch screen. Typically a watch face shows the time and some additional data that you may have chosen (e.g. step counts, heart rates). [Other]"," How do you currently see the time displayed on your smartwatch, without requiring further interaction (apart from possibly turning on the screen)?  ", How do you primarily read the time on your smartwatch?,"Some watch faces show multiple types of data in the same location, one after the other. The data that is shown changes automatically every few seconds or manually, for example through a tap.","Some watch faces show multiple types of data in the same location, one after the other. The data that is shown changes automatically every few seconds or manually, for example through a tap. [Other]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Heart rate/ECG waveform]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Step count]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Sleep related info (e.g., quality, duration)]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Distance traveled]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Calories burnt]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Floors/Stairs climbed]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Blood pressure]","If you see any other health or fitness-related types of data not listed above, what data do you see and how do you see it?"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Humidity]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Moon phase]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Sunset/Sunrise time]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Temperature]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Wind speed/direction]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Weather info (e.g., Sky condition)]","If you see any other weather or planetary types of data not listed above, what data do you see and how do you see it?"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Watch battery level]"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [WiFi]"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Location name]"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Phone battery level]"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Bluetooth activity]","If you see any other device or location types of data not listed above, what data do you see and how do you see it?"," What smartwatch brand and type do you wear (e.g., Fitbit Charge 3, Apple Watch Series 5, Samsung Gear S3)?","Optional: Please upload a picture of your watch face. You can upload only one file (png, gif, doc, odt, jpg, pdf, png file type) and the file size must be less than 5 MB. We will use it to analyze the types of graphics displayed on people's smartwatch faces. File will NOT be shared with the public.","filecount - Optional: Please upload a picture of your watch face. You can upload only one file (png, gif, doc, odt, jpg, pdf, png file type) and the file size must be less than 5 MB. We will use it to analyze the types of graphics displayed on people's smartwatch faces. File will NOT be shared with the public.","Don't hesitate to reach out if you have any more questions, comments, or concerns. Thank you!"
23,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,Icon + Text,Icon + Text,Icon + Text,Text + Chart/Graph,Icon + Text,Icon + Text,Icon + Text,,Icon + Text,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Only Icon,I don't see this info,I don't see this info,Only Icon,Only Icon,,y7_Y7,"[{ ""title"":""Y7"",""comment"":"""",""size"":""35.7568359375"",""name"":""SAVE_20200409_235128.jpg"",""filename"":""fu_hxvyhizweer433i"",""ext"":""jpg"" }]",1,
24,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Only Chart/Graph,I don't see this info,I don't see this info,"I have the three Apple rings that show total movement, exercise movement, and number of hours where I stood up. I put the red ring (movement) as ""calories burnt"" in the question above.",I don't see this info,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,Only Icon,"I have current temperature, low temperature for the day, high temperature of the day, and expected temperature for the hour and next few hours as text and icon (icon for the sky conditions).
I also have expected probability of rain as text, icon and chart.",I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,"ap_Apple Watch (not sure which series, got it two years ago), Version 6.1.3","[{ ""title"":"""",""comment"":""I change watch faces often but this combination is my favourite. "",""size"":""45.115234375"",""name"":""IMG_3531.png"",""filename"":""fu_qxg2kyb299igxtj"",""ext"":""png"" }]",1,
26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,Only Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Only Icon,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,xa_Xiaomi amazfit,"[{ ""title"":"""",""comment"":""Xioami Amazfit stock watchface"",""size"":""2544.9794921875"",""name"":""20200409_114816.jpg"",""filename"":""fu_rye5jghn88q5p8x"",""ext"":""jpg"" }]",1,
28,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,Icon + Text,Icon + Text,Icon + Text,Text + Chart/Graph,Text + Chart/Graph,Icon + Text,,Only Icon,Only Icon,Only Icon,Icon + Text,Only Icon,Only Icon,,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Icon + Text,,"ap_Apple Watch 
Series -5
Rose gold colour 
44mm",[],0,
29,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,Only Text,Only Icon,Only Chart/Graph,Only Text,Only Text,Only Text,Only Text,,Only Text,Only Icon,Only Icon,Only Text,Only Icon,Only Icon,,Only Icon,I don't see this info,I don't see this info,Only Icon,Only Icon,,xb_Mi band 4,,0,
30,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Icon + Text,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Icon + Text,Only Text,I don't see this info,Icon + Text,Only Text,,fi_Fitbit Charge 3,[],0,
33,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,I don't see this info,Only Icon,Icon + Text,Icon + Text,Icon + Text,Icon + Text,I don't see this info,,Icon + Text,Icon + Text,I don't see this info,Icon + Text,I don't see this info,Icon + Text,,I don't see this info,I don't see this info,Only Icon,I don't see this info,I don't see this info,,sa_Samsung  FitE,"[{ ""title"":"""",""comment"":"""",""size"":""2692.501953125"",""name"":""15864631660072038028406708525969.jpg"",""filename"":""fu_t5rrsbaq57w44g3"",""ext"":""jpg"" }]",1,
34,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Yes,Yes,Round,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face changes the types of data I see when I tap on the screen,,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,Only Icon,,ga_Garmin Vivoactive 3,,0,
37,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Icon + Text,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,Text + Chart/Graph,,ga_Garmin Forerunner 645,"[{ ""title"":"""",""comment"":"""",""size"":""433.2919921875"",""name"":""IMG_20200409_170403.jpg"",""filename"":""fu_5mss4ajaxp3ap6h"",""ext"":""jpg"" }]",1,
38,Yes,Yes,Rectangle,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face always shows the same types of data,,Only Text,I don't see this info,I don't see this info,Only Text,Only Chart/Graph,I don't see this info,I don't see this info,,Only Text,I don't see this info,Only Text,Only Text,I don't see this info,Icon + Text,,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch original,[],0,
39,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,Icon + Text,Icon + Text,Text + Chart/Graph,Text + Chart/Graph,Icon + Text,I don't see this info,Text + Chart/Graph,N/A,I don't see this info,I don't see this info,I don't see this info,Icon + Text,I don't see this info,Icon + Text,N/A,Icon + Text,I don't see this info,I don't see this info,Icon + Text,Icon + Text,N/A,xb_Xaomi Band 3,,0,
40,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Yes,Yes,Square,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,"Exercise minutes & stand hours, text+chart",I don't see this info,I don't see this info,Only Chart/Graph,Text + Chart/Graph,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,"Compass, text+chart",ap_Apple Watch Series 5,[],0,
46,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,Only Text,I don't see this info,Only Text,Only Text,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,Only Text,Only Text,Only Text,Only Icon,,Only Text,I don't see this info,I don't see this info,I don't see this info,Only Icon,,pe_Pebble Time Steel,,0,
47,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,"Radial Fisk showing progress towards activity, exercise, and standing goals for the day.",I don't see this info,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,High and Low temps for the day.,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch Series 5,,0,
49,Yes,Yes,Round,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face changes the types of data I see when I tap on the screen,,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Icon + Text,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Only Text,I don't see this info,I don't see this info,Icon + Text,Only Icon,,ga_Garmin activity 2,,0,
53,Yes,Yes,Square,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face always shows the same types of data,,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,Only Text,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,Icon + Text,Icon + Text,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch,,0,
55,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Yes,Yes,Round,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face always shows the same types of data,,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Icon + Text,,Only Icon,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,sa_Samsung Galaxy Watch (46mm),,0,
58,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,Only Chart/Graph,Only Chart/Graph,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Only Chart/Graph,,Icon + Text,I don't see this info,I don't see this info,Icon + Text,I don't see this info,I don't see this info,,Only Icon,Only Icon,Only Icon,Only Icon,Only Icon,,ap_Apple watch series $,,0,
64,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,Only Icon,Only Icon,Only Icon,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Icon + Text,Only Icon,Icon + Text,Hourly weather temp table,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple watch series 4,"[{ ""title"":""watch face"",""comment"":"""",""size"":""71.1943359375"",""name"":""IMG_2736.png"",""filename"":""fu_mp8qvcxw6beqdis"",""ext"":""png"" }]",1,
67,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,Icon + Text,Only Text,I don't see this info,I don't see this info,Only Text,Only Text,Only Text,,I don't see this info,Icon + Text,Icon + Text,Icon + Text,I don't see this info,Icon + Text,,Icon + Text,Only Icon,Only Text,Icon + Text,I don't see this info,,ap_Apple watch series 3,,0,
70,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,Only Chart/Graph,Only Text,Text + Chart/Graph,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,"stand meter: how many hours in a day you stood up at least once (chart+ text)
minutes of execise: chart+ text",I don't see this info,Only Icon,Icon + Text,Icon + Text,Only Text,Only Chart/Graph,UV index: chart + text,Text + Chart/Graph,Only Icon,Icon + Text,I don't see this info,I don't see this info,"for Wifi, I only get an icon if I'm disconnected from my phone",ap_Apple Watch Series 4,"[{ ""title"":""watch face"",""comment"":"""",""size"":""1584.728515625"",""name"":""Screenshot%202020-04-10%20at%2014.15.43.png"",""filename"":""fu_mhfb6smhm3it4z7"",""ext"":""png"" }]",1,
74,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Yes,Yes,Round,,Both,I primarily look at text representation of 12/24 hrs digital time,My watch face automatically changes the types of data I see over time,,Text + Chart/Graph,Only Text,Only Chart/Graph,Text + Chart/Graph,Icon + Text,Only Text,Icon + Text,,I don't see this info,Text + Chart/Graph,I don't see this info,Icon + Text,I don't see this info,Icon + Text,,Icon + Text,Only Icon,Only Text,Only Icon,Only Icon,,sa_Gear s3,,0,
80,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Yes,Yes,Round,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face automatically changes the types of data I see over time,,Icon + Text,Icon + Text,I don't see this info,Only Text,Only Text,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Icon + Text,I don't see this info,I don't see this info,,Only Icon,I don't see this info,I don't see this info,I don't see this info,Only Icon,,ga_Garmin forerunner  935,,0,
84,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,Text + Chart/Graph,Only Chart/Graph,Icon + Text,Icon + Text,Text + Chart/Graph,Text + Chart/Graph,Icon + Text,,Only Chart/Graph,Icon + Text,Text + Chart/Graph,Icon + Text,Icon + Text,Only Chart/Graph,,Only Icon,Only Icon,Only Text,Only Icon,Only Icon,,xb_Mi 4,,0,
89,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Yes,Yes,Round,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face changes the types of data I see when I tap on the screen,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,"The Apple Watch three circles: Move (=calories), Exercise, Stand",I don't see this info,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,Only Icon,UV index Chart/Graph + Text,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch 4 - 40mm,"[{ ""title"":"""",""comment"":"""",""size"":""50.6904296875"",""name"":""IMG_0599.JPG"",""filename"":""fu_zrrdsgkvju4bawp"",""ext"":""jpg"" }]",1,
